hhid,quarter,cluster,personid,s1aq1,s1aq2,s1aq4y,s1aq6,s1aq7,s1aq9a,s1bq1,s2aq1,s2aq3,s2aq4,s2aq5,s2aq12,s2aq13,s3aq1,s3aq5,s3aq22a,s3aq23,s3bq1,s3bq2,s3bq3,s3bq4,s3cq6,s4aq1,region,BMI,pop_weight,hh_weight,econact,urbrur,Edu_Expensis,Training,Disability,Side_Earnings,Secured_Job,Unemployment,Health_issues,Health_hazards,Psychological_trauma,preventive_measures,Good_Health_practice,Health_control,Lterm_percept,Total_Income
411619,4,116,4,1,3,9,2,1,2,1,2,3,2,1,1,9,1,2,2,10,1,1,25,128,1,2,3, ,1621.845337,2267.745605,3,1,2500,0,1,0,2,0,0,0,0,0,0,0,0,1759.482759
418808,4,188,5,2,3,8,2,1,1,1,2,3,2,1,1,9,1,2,2,10,4, ,28.39999962,128,1,2,5, ,1149.937012,1312.494873,3,1,1001,0,1,0,2,0,0,0,0,0,0,0,0,1759.833333
409221,4,92,5,1,3,15,3,1,1,2,3,4,3,1,2,9,1,2,2,10,4, ,50.54999924,165.1000061,1,2,3, ,1816.067871,2100.742188,3,1,1000,0,1,0,2,0,0,0,0,0,0,0,0,1760.56338
419318,4,193,3,2,3,9,3,1,4,1,2,3,3,1,3,9,1,2,2,10,1,1,29.79999924,134.3000031,1,2,5, ,841.7074585,1294.158569,3,1,1805,0,1,0,2,0,0,0,0,0,0,0,0,1761.904762
403415,4,34,3,1,3,10,3,1,1,1,2,3,4,1,1,9,1,2,2,10,2,1,26.54999924,130,1,2,1, ,471.4924011,928.6245728,3,2,1200,0,1,0,2,0,0,0,0,0,0,0,0,1763.389831
406704,4,67,3,1,3,12,2,1,1,1,2,4,5,1,2,9,1,2,2,10,1,1,40.65000153,149,1,2,2, ,752.9021606,1085.393799,3,1,700,0,1,0,2,0,0,0,0,0,0,0,0,1766.666667
403415,4,34,4,2,3,7,3,1,1,1,2,3,1,1,1,9,1,2,2,10,2,1,20.29999924,113,1,2,1, ,471.4924011,928.6245728,3,2,1000,0,1,0,2,0,0,0,0,0,0,0,0,1769.491525
406705,4,67,4,2,3,10,3,1,5,1,2,3,3,1,3,9,1,2,2,10,1,2,27.14999962,145,1,2,2, ,752.9021606,1085.393799,3,1,1510,0,1,0,2,0,0,0,0,0,0,0,0,1770
403416,4,34,2,2,3,10,3,1,4,2,2,3,2,1,2,9,1,2,2,10,1,2,37.59999847,143.1000061,1,2,1, ,471.4924011,928.6245728,3,2,1150,0,1,0,2,0,0,0,0,0,0,0,0,1775.59322
411619,4,116,3,2,3,12,2,1,2,1,2,4,1,1,1,9,1,2,2,10,1,1,42,138.1000061,1,2,3, ,1621.845337,2267.745605,3,1,4000,0,1,0,2,0,0,0,0,0,0,0,1,1777.586207
403416,4,34,3,1,3,6,3,1,4,2,2,2,0,1,2,9,1,2,2,10,1,2,25.39999962,121.1999969,1,2,1, ,471.4924011,928.6245728,3,2,950,0,1,0,2,0,0,0,0,0,0,0,0,1781.694915
411417,4,114,3,2,14,27,3,1,1,2,3,6,3,2,1,9,1,2,2,10,1,1,51,168,1,2,3, ,3476.878174,3076.079102,2,1,2500,0,1,0,2,1,0,0,0,0,0,0,0,1782.5
403417,4,34,2,1,3,7,3,1,1,2,2,3,0,1,2,9,1,2,2,10,1,1,26.59000015,121,1,2,1, ,471.4924011,928.6245728,3,2,2000,0,1,0,2,0,0,0,0,0,0,0,0,1787.79661
409221,4,92,6,2,3,9,3,1,1,2,2,3,2,1,2,9,1,2,2,84,1,1,58.84999847,146,1,2,3, ,1816.067871,2100.742188,3,1,1500,0,1,0,2,0,0,0,0,0,0,0,0,1789.859155
403417,4,34,3,2,3,5,3,1,1,2,2,3,1,1,1,9,1,2,2,10,1,1,22.29999924,110.9000015,1,2,1, ,471.4924011,928.6245728,3,2,1640,0,1,0,2,0,0,0,0,0,0,0,0,1793.898305
411604,4,116,4,1,3,17,3,1,3,1,2,6,0,1,1,9,1,2,2,10,1,1,43,180.6999969,1,2,3, ,1621.845337,2267.745605,3,1,1030,0,1,0,2,0,0,0,0,0,0,0,0,1795.689655
409116,4,91,3,2,3,9,3,1,1,1,2,3,3,1,1,9,1,2,2,10,1,2,39.11999893,138,1,2,3, ,1617.16272,2068.810059,3,1,730,0,1,0,2,0,0,0,0,0,0,0,0,1798
403418,4,34,2,2,2,40,2,1,1,2,3,14,2,2,8,9,1,2,2,10,1,1,67.90000153,162,1,1,1, ,471.4924011,928.6245728,1,2,1000,0,1,0,2,0,0,0,0,0,0,0,0,1800
401512,4,15,1,1,1,33,3,1,1,1,2,12,3,1,8,9,2,2, ,10,1,1,47.04999924,165.3999939,1,1,1, ,809.0883789,1004.043213,1,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,1800
405017,4,50,1,2,1,33,2,1,1,2,2,12,3,1,8,9,1,2,2,84,1,1,83.59999847,165,1,2,2, ,1044.708374,1119.891968,1,1,9000,0,1,1,2,0,0,0,0,0,0,1,0,1800
405716,4,57,4,2,8,4,3,1,1,1,2,2,1,1,2,9,1,2,2,10,1,1,20.20000076,107.5, , ,2, ,808.8584595,1107.884155, ,1,1200,0,2,0,2,0,0,0,0,0,0,0,0,1812.043478
406704,4,67,4,1,3,8,2,1,1,1,2,3,1,1,2,9,1,2,2,10,1,1,25,132.3000031,1,2,2, ,752.9021606,1085.393799,3,1,700,0,1,0,2,0,0,0,0,0,0,0,0,1813.333333
411601,4,116,5,2,3,13,2,1,3,1,2,4,0,1,1,5,1,2,2,10,1,1,45,132,1,2,3, ,1621.845337,2267.745605,3,1,2300,0,1,0,2,0,0,0,0,0,0,0,0,1813.793103
411507,4,115,5,2,13,6,3,1,2,1,2,2,0,1,3,9,1,2,2,10,1,1,30.02000046,63.40000153,1,2,3, ,2314.505127,2604.651367,3,1,750,0,1,0,2,0,0,0,0,0,0,0,0,1816.25
409220,4,92,4,1,3,5,3,1,1,2,2,2,0,1,1,9,1,2,2,84,1,1,17.64999962,98.5,1,2,3, ,1816.067871,2100.742188,3,1,1020,0,1,0,2,0,0,0,0,0,0,0,0,1819.15493
418902,4,189,3,1,8,14,3,1,3,1,2,3,4,2,2,9,2,2,2,10,1,2,49.40000153,99,1,2,5, ,1267.078125,1355.722778,3,1,400,0,1,0,2,0,0,0,0,0,0,0,0,1820.952381
419313,4,193,4,2,3,6,2,1,4,1,2,2,1,1,1,9,1,2,2,10,1,1,20.10000038,119.3000031,1,2,5, ,841.7074585,1294.158569,3,1,760,0,1,0,2,0,0,0,0,0,0,0,0,1823.809524
405718,4,57,5,1,3,14,3,1,1,2,2,4,1,1,3,9,1,2,2,10,1,1,19.04999924,153.1999969,1,2,2, ,808.8584595,1107.884155,3,1,2050,0,1,0,2,0,0,0,0,0,0,0,0,1830.434783
419318,4,193,4,2,3,7,3,1,4,1,2,3,2,1,3,9,1,1, ,10,1,2,25.75,123.8000031,1,2,5, ,841.7074585,1294.158569,3,1,2002,0,1,0,2,0,0,0,0,0,0,0,0,1830.952381
411512,4,115,3,2,3,9,3,1,2,1,2,3,3,1,3,9,1,2,2,10,1,1,36.09999847,132.8000031,1,2,3, ,2314.505127,2604.651367,3,1,750,0,1,0,2,0,0,0,0,0,0,0,0,1831.896552
418809,4,188,2,1,3,10,3,1,1,1,2,3,3,1,2,9,2,1,2,10,1,2,25.64999962,144.5,1,2,5, ,1149.937012,1312.494873,3,1,390,0,1,0,2,0,0,0,0,0,0,0,0,1839.888889
409220,4,92,3,1,3,7,3,1,1,2,2,3,1,1,1,9,1,2,2,84,1,1,38.40000153,124.5,1,2,3, ,1816.067871,2100.742188,3,1,1220,0,1,0,2,0,0,0,0,0,0,0,0,1848.450704
411510,4,115,3,2,3,33,1,1,2,2,3,12,4,2,9,9,1,2,2,10,1,1,56.81000137,153.6000061,1,1,3, ,2314.505127,2604.651367,1,1,3450,0,1,0,2,0,0,0,0,1,1,1,0,1850
406705,4,67,1,1,1,37,3,1,5,2,3,12,3,2,3,9,1,2,2,84,1,1,77,179.3000031,1,1,2, ,752.9021606,1085.393799,1,1,4000,0,1,0,2,0,1,0,1,1,1,1,0,1860
413203,4,132,3,1,3,18,3,1,3,2,2,6,2,1,1,9,1,2,2,10,1,2,58.59999847,172,1,2,3, ,465.7124939,729.2402344,3,2,1880,0,1,0,2,0,0,0,0,0,0,0,0,1863.157895
409116,4,91,4,2,3,7,3,1,1,1,2,3,2,1,1,9,1,2,2,10,4,1,24.35000038,135,1,2,3, ,1617.16272,2068.810059,3,1,715,0,1,0,2,0,0,0,0,0,0,0,0,1865
405717,4,57,4,1,3,10,3,1,3,2,2,3,3,1,3,9,1,2,2,10,1,2,35.40000153,138.3999939,1,2,2, ,808.8584595,1107.884155,3,1,1015,0,1,0,2,0,0,0,0,0,0,0,0,1874.695652
413711,4,137,5,2,3,4,4,1,1,2,3,1,1,2,1,9,1, , ,10,1,1,42,122, , ,3, ,465.6257324,621.2888794, ,2,2500,0,2,0,2,0,0,0,0,0,0,0,0,1876.190476
409212,4,92,6,1,3,3,3,1,6,2,2,1,1,1,1,9,1,2,2,85,2,1,19.14999962,119, , ,3, ,1816.067871,2100.742188, ,1,1300,0,2,0,2,0,0,0,0,0,0,0,0,1877.746479
401514,4,15,1,2,1,30,1,1,1,1,2,12,2,1,8,9,1,2,2,10,1,1,78.69999695,157,1,1,1, ,809.0883789,1004.043213,1,1,1000,0,1,0,2,0,0,0,0,1,0,1,0,1900
419314,4,193,1,1,1,38,2,1,4,1,2,11,3,1,8,9,2,1,2,10,1,2,72.69999695,174.1000061,1,2,5, ,841.7074585,1294.158569,1,1,2000,0,1,1,2,0,0,0,0,0,0,0,0,1900
409212,4,92,5,2,3,6,3,1,6,2,2,3,2,1,1,9,1,2,2,85,2,1,35.20000076,123.3000031,1,2,3, ,1816.067871,2100.742188,3,1,1500,0,1,0,2,0,0,0,0,0,0,0,0,1907.042254
418820,4,188,3,2,3,25,3,1,1,2,2,13,1,1,1,9,1,2,2,10,1,1,60.79999924,171.8000031,1,2,5, ,1149.937012,1312.494873,3,1,5480,0,1,0,2,0,0,0,0,0,0,0,0,1910.47619
405718,4,57,4,2,3,23,3,1,1,2,2,12,1,1,3,9,1,2,2,10,1,1,95.40000153,168,1,2,2, ,808.8584595,1107.884155,3,1,4800,0,1,0,2,0,0,0,0,0,0,0,0,1915.217391
418811,4,188,2,2,8,18,3,1,1,1,2,6,0,1,4,9,1,2,2,10,1,1,49.04999924,158.1999969,1,2,5, ,1149.937012,1312.494873,1,1,1510,0,1,0,2,0,0,0,0,0,0,0,0,1919.944444
409118,4,91,3,2,3,25,3,1,1,1,2,13,1,1,1,9,1,2,2,10,1,2,26.60000038,26.60000038,1,2,3, ,1617.16272,2068.810059,3,1,5000,0,1,0,2,0,0,0,0,0,0,0,0,1932
409211,4,92,7,1,3,3,3,1,2,1,2,2,1,1,1,9,1,2,2,10,1,2,19.5,115, , ,3, ,1816.067871,2100.742188, ,1,950,0,2,0,2,0,0,0,0,0,0,0,0,1936.338028
405717,4,57,5,2,3,5,3,1,3,1,2,2,2,1,3,9,1,2,2,10,1,2,20.14999962,106.1999969,1,2,2, ,808.8584595,1107.884155,3,1,810,0,1,0,2,0,0,0,0,0,0,0,0,1937.347826
409211,4,92,6,2,3,7,3,1,2,1,2,3,1,1,1,9,1,2,2,10,1,1,38.40000153,135,1,2,3, ,1816.067871,2100.742188,3,1,1050,0,1,0,2,0,0,0,0,0,0,0,0,1965.633803
409209,4,92,4,2,3,4,3,1,1,2,2,2,2,1,1,9,1,2,2,10,1,2,27.5,126, , ,3, ,1816.067871,2100.742188, ,1,1270,0,2,0,2,0,0,0,0,0,0,0,0,1994.929577
409118,4,91,5,1,3,19,3,1,1,1,3,6,3,2,3,9,1,2,2,10,1,1,26.60000038,26.60000038,1,2,3, ,1617.16272,2068.810059,3,1,1500,0,1,0,2,0,0,0,0,0,0,0,0,1999
415602,4,156,3,1,2,33,3,1,4,2,3,4,0,1,3,9,2,2, ,10,1,2,67.19999695,169,1,1,4, ,870.9719238,842.8560181,1,1,895,0,1,0,2,0,0,0,0,0,0,0,0,2000
418819,4,188,2,1,2,45,3,1,3,2,2,12,3,1,8,9,1,2,2,10,1,1,62.75,170.3999939,1,1,5, ,1149.937012,1312.494873,1,1,2500,0,1,0,2,0,0,0,0,1,0,1,0,2000
405718,4,57,3,2,3,30,3,1,1,2,3,12,4,2,8,9,1,2,2,10,1,1,79.08000183,173.3999939,1,1,2, ,808.8584595,1107.884155,1,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,2000
401708,4,17,2,2,2,36,3,1,3,2,3,13,2,1,8,9,1,2,2,10,1,1,44.65000153,162.8999939,1,1,1, ,995.2797241,1095.632568,1,1,2000,0,1,0,2,0,0,0,0,0,0,0,0,2000
413204,4,132,3,2,3,16,3,1,3,1,3,4,3,1,1,9,1,2,2,10,4, ,55.59999847,155,1,2,3, ,465.7124939,729.2402344,3,2,1200,0,1,0,2,0,0,0,0,0,0,0,0,2002.631579
413711,4,137,4,2,3,8,4,1,1,2,3,3,3,2,1,9,1, , ,10,1,1,31,111,1,2,3, ,465.6257324,621.2888794,2,2,1500,0,1,0,2,1,0,0,0,0,0,0,0,2023.809524
409207,4,92,3,2,3,24,2,1,1,2,2,12,3,2,1,9,1, , ,80,4,1,53.25,153.4100037,1,2,3, ,1816.067871,2100.742188,3,1,3000,0,1,0,2,1,0,0,0,0,0,0,0,2024.225352
412305,4,123,3,1,3,17,3,1,6,1,2,4,2,1,2,9,1,2, ,10,1,1,49.34999847,166,1,2,3, ,1371.702393,2789.632324,3,1,1000,0,1,0,2,0,0,0,0,0,0,0,0,2027.941176
405005,4,50,1,2,1,25,3,1,1,2,2,12,2,1,3,9,1,2,2,10,1,1,65.05000305,173,1,2,2, ,1044.708374,1119.891968,3,1,1000,0,1,0,2,0,0,0,0,0,0,0,0,2050
409204,4,92,8,2,8,4,3,1,3,1,2,1,1,2,2,9,1, , ,80,4,1,14.44999981,110.1999969, , ,3, ,1816.067871,2100.742188, ,1,710,0,2,0,2,0,0,0,0,0,0,0,0,2053.521127
409118,4,91,6,2,3,15,3,1,1,1,2,4,3,1,3,9,1,2,2,10,1,1,50,160.5,1,2,3, ,1617.16272,2068.810059,3,1,1000,0,1,0,2,0,0,0,0,0,0,0,0,2066
409204,4,92,5,1,3,19,3,1,1,2,3,4,0,2,2,9,1, , ,80,4,2,35.70000076,99,1,2,3, ,1816.067871,2100.742188,2,1,3000,0,1,0,2,1,0,0,0,0,0,0,0,2082.816901
405016,4,50,1,1,1,30,3,1,3,2,2,12,2,1,8,9,1,2,2,84,1,1,26.60000038,168.3000031,1,2,2, ,1044.708374,1119.891968,1,1,2900,0,1,1,2,0,0,0,0,0,0,1,0,2100
409203,4,92,4,1,3,18,4,1,1,1,2,6,1,1,1,9,1, , ,10,1,2,26.60000038,26.60000038,1,2,3, ,1816.067871,2100.742188,3,1,1100,0,1,0,2,1,0,0,0,0,0,0,0,2112.112676
409121,4,91,2,2,3,26,2,1,3,2,3,10,3,2,8,9,1,2,2,10,1,2,72.30000305,160.1999969,1,2,3, ,1617.16272,2068.810059,2,1,6000,0,1,0,2,1,0,0,0,0,0,0,0,2133
409203,4,92,5,1,3,9,4,1,1,1,2,3,4,1,1,9,1, , ,10,1,2,26.60000038,26.60000038,1,2,3, ,1816.067871,2100.742188,3,1,1539,0,1,0,2,1,0,0,0,0,0,0,0,2141.408451
413204,4,132,6,1,3,3,3,1,3,1,2,2,0,1,3,9,1,2,2,10,4, ,16,93, , ,3, ,465.7124939,729.2402344, ,2,1010,0,2,0,2,0,0,0,0,0,0,0,0,2142.105263
409203,4,92,3,2,3,22,4,1,1,2,2,13,0,2,1,9,1, , ,10,1,2,26.60000038,26.60000038,1,2,3, ,1816.067871,2100.742188,3,1,2000,0,1,0,2,1,0,0,0,0,0,0,0,2170.704225
413711,4,137,3,2,14,29,4,1,1,2,3,4,3,2,4,9,1, , ,10,1,1,43,154,1,2,3, ,465.6257324,621.2888794,2,2,2000,0,1,0,2,1,0,0,0,0,0,0,0,2171.428571
409202,4,92,2,2,3,30,3,1,1,2,3,12,1,2,2,9,1,2,2,10,1,1,58.29999924,160.1999969,1,1,3, ,1816.067871,2100.742188,1,1,2000,0,1,0,2,0,0,0,0,1,0,1,0,2200
413208,4,132,4,1,3,16,5,1,9,1,2,4,1,1,1,9,1,2,2,10,4,1,55.63000107,169.5,1,2,3, ,465.7124939,729.2402344,3,2,1400,0,1,0,2,0,0,0,0,0,0,0,0,2281.578947
413710,4,137,5,1,3,8,3,1,2,2,2,3,0,1,1,9,1,2,2,84,1,1,32.5,147.8000031,1,2,3, ,465.6257324,621.2888794,3,2,1619,0,1,0,2,0,0,0,0,0,0,0,0,2319.047619
412301,4,123,3,1,3,11,3,1,1,2,2,3,4,1,2,9,1,2, ,10,1,2,35,158,1,2,3, ,1371.702393,2789.632324,3,1,215,0,1,0,2,0,0,0,0,0,0,0,0,2361.764706
413208,4,132,5,1,3,9,5,1,9,1,2,3,1,1,1,9,1,2,2,10,1,1,38,146.5,1,2,3, ,465.7124939,729.2402344,3,2,1200,0,1,0,2,0,0,0,0,0,0,0,0,2421.052632
412208,4,122,4,2,11,12,3,1,1,1,2,3,5,1,3,9,1,2,2,10,1,2,43.20000076,153.6999969,1,2,3, ,2082.03833,2443.175781,3,1,900,0,1,0,2,0,0,0,0,0,0,0,0,2433.333333
413710,4,137,4,1,3,11,3,1,2,2,2,4,4,1,1,9,1,2,2,84,1,1,34.5,150,1,2,3, ,465.6257324,621.2888794,3,2,2939,0,1,0,2,0,0,0,0,0,0,0,0,2466.666667
402320,4,23,1,1,1,35,5,1,1,2,2,12,0,1,8,9,1,2,2,10,1,1,92.09999847,174.1000061,1,1,1, ,561.4128418,805.2470703,1,2,1800,0,1,0,2,0,0,0,0,0,0,1,0,2500
405013,4,50,1,1,1,46,3,1,4,2,2,14,1,1,8,9,1,2, ,10,1,1,76.34999847,175.8999939,1,2,2, ,1044.708374,1119.891968,1,1,8000,0,1,1,2,0,0,0,0,0,0,1,0,2500
413208,4,132,6,1,3,4,5,1,9,1,2,2,1,1,1,9,1,2,2,10,4,1,29.55999947,135.1999969, , ,3, ,465.7124939,729.2402344, ,2,1200,0,2,0,2,0,0,0,0,0,0,0,0,2560.526316
413709,4,137,4,2,3,6,3,1,1,1,3,3,0,1,3,9,1,2,2,10,1,1,28.60000038,147.6000061,1,2,3, ,465.6257324,621.2888794,3,2,3096,0,1,0,2,0,0,0,0,0,0,0,0,2614.285714
412221,4,122,3,1,3,6,2,1,2,1,2,2,1,1,1,9,1,2,2,10,1,1,20.54999924,120.9000015,1,2,3, ,2082.03833,2443.175781,3,1,1020,0,1,0,2,0,0,0,0,0,0,0,0,2695.588235
413209,4,132,4,1,3,7,3,1,2,1,2,3,0,1,2,9,1,2,2,10,4,1,19.79999924,119,1,2,3, ,465.7124939,729.2402344,3,2,775,0,1,0,2,0,0,0,0,0,0,0,0,2700
413709,4,137,3,2,3,10,3,1,1,2,2,3,3,1,3,9,1,2,2,10,1,1,41.52000046,153.5,1,2,3, ,465.6257324,621.2888794,3,2,3454,0,1,0,2,0,0,0,0,0,0,0,0,2761.904762
413211,4,132,4,2,3,5,3,1,3,1,2,2,1,1,3,9,1,2,2,10,4, ,21.20000076,138,1,2,3, ,465.7124939,729.2402344,3,2,1304,0,1,0,2,0,0,0,0,0,0,0,0,2839.473684
413707,4,137,7,1,14,25,3,1,3,1,2,6,1,1,2,9,1,2,2,10,1,1,50.59999847,162.3000031,1,2,3, ,465.6257324,621.2888794,3,2,1300,0,1,0,2,0,0,0,0,0,0,0,0,2909.52381
413211,4,132,3,2,3,6,2,1,3,1,2,3,2,1,3,9,1,2,2,10,1,1,28.39999962,141.1999969,1,2,3, ,465.7124939,729.2402344,3,2,944,0,1,0,2,0,0,0,0,0,0,0,0,2978.947368
405013,4,50,2,2,2,44,3,1,1,2,2,14,0,1,8,9,1,2,2,10,1,1,89,153.5,1,2,2, ,1044.708374,1119.891968,1,1,1000,0,1,1,2,0,0,0,0,0,0,1,0,3000
412220,4,122,3,1,3,12,2,1,1,2,2,3,4,1,2,9,2,2, ,10,1,2,42.59999847,154.8999939,1,2,3, ,2082.03833,2443.175781,3,1,2400,0,1,0,2,0,0,0,0,0,0,0,0,3029.411765
413702,4,137,4,2,3,7,3,1,1,1,2,3,2,1,3,9,2,1,2,84,1,1,22.04999924,123,1,2,3, ,465.6257324,621.2888794,3,2,250,0,1,0,2,0,0,0,0,0,0,0,0,3057.142857
413214,4,132,5,2,3,4,3,1,3,1,2,2,0,1,2,9,1,2,2,10,4,2,26.60000038,26.60000038, , ,3, ,465.7124939,729.2402344, ,2,900,0,2,0,2,0,0,0,0,0,0,0,0,3118.421053
413701,4,137,4,2,11,10,3,1,3,2,2,3,2,1,1,9,1,2,2,10,1,1,26.60000038,26.60000038,1,2,3, ,465.6257324,621.2888794,3,2,1000,0,1,0,2,0,0,0,0,0,0,0,0,3204.761905
412210,4,122,3,1,14,23,5,1,4,2,2,12,3,1,4,9,1,2,2,10,1,1,68.30000305,26.60000038,1,2,3, ,2082.03833,2443.175781,3,1,4000,0,1,0,2,0,0,0,0,0,0,0,0,3250
413218,4,132,3,1,3,6,5,1,9,1,2,3,2,1,3,9,1,2,2,10,1,1,33.5,110.6999969,1,2,3, ,465.7124939,729.2402344,3,2,900,0,1,0,2,0,0,0,0,0,0,0,0,3257.894737
413616,4,136,4,1,3,13,4,1,1,1,2,3,5,1,1,9,1,2,2,80,4, ,43.75,152.3999939,1,2,3, ,691.7092896,1006.29364,3,2,850,0,1,0,2,0,0,0,0,0,0,0,0,3352.380952
412220,4,122,2,1,3,14,2,1,1,2,2,4,1,1,2,9,2,2, ,10,1,2,71.05000305,179.6000061,1,2,3, ,2082.03833,2443.175781,3,1,3800,0,1,0,2,0,0,0,0,0,0,0,0,3363.235294
413218,4,132,4,2,3,3,5,1,9,1,2,2,1,1,3,9,1,2,2,10,4, ,15.14999962,102, , ,3, ,465.7124939,729.2402344, ,2,700,0,2,0,2,0,0,0,0,0,0,0,0,3397.368421
413610,4,136,2,1,14,29,5,1,6,2,3,14,1,1,8,9,1,2,2,10,1,1,64.15000153,172.5,1,1,3, ,691.7092896,1006.29364,1,2,19000,0,1,0,2,0,0,0,0,1,1,1,0,3500
413219,4,132,5,2,14,17,5,1,9,2,2,6,1,1,3,9,1,2,2,10,1,1,63.95000076,159,1,2,3, ,465.7124939,729.2402344,3,2,1200,0,1,0,2,0,0,0,0,0,0,0,0,3536.842105
413219,4,132,6,2,14,15,5,1,9,2,2,4,1,1,3,9,1,2,2,10,4,1,48.90000153,169,1,2,3, ,465.7124939,729.2402344,3,2,1200,0,1,0,2,0,0,0,0,0,0,0,0,3676.315789
412216,4,122,4,2,10,18,3,1,1,2,2,3,3,1,4,9,2,2, ,10,1,1,53.09999847,160.5,1,2,3, ,2082.03833,2443.175781,3,1,300,0,1,0,2,0,0,0,0,0,0,0,0,3697.058824
413311,4,133,6,2,3,11,3,1,1,1,2,3,5,1,1,9,2,2, ,10,1,1,35.20000076,148.6000061,1,2,3, ,596.6044312,542.357666,3,2,155,0,1,0,2,0,0,0,0,0,0,0,0,3815.789474
413311,4,133,7,1,14,17,3,1,1,1,2,6,2,1,1,9,2,2, ,10,1,1,58.20000076,160.3000031,1,2,3, ,596.6044312,542.357666,3,2,160,0,1,0,2,0,0,0,0,0,0,0,0,3955.263158
412215,4,122,6,2,3,4,2,1,1,1,2,2,0,1,1,9,1,2,2,10,1,2,22.75,111.1999969, , ,3, ,2082.03833,2443.175781, ,1,1610,0,2,0,2,0,0,0,0,0,0,0,0,4030.882353
412210,4,122,2,1,3,17,1,1,4,2,2,6,1,1,1,9,1,2,2,10,1,1,66.75,162.3999939,1,2,3, ,2082.03833,2443.175781,3,1,2500,0,1,0,2,0,0,0,0,0,0,0,0,4066.666667
413317,4,133,6,2,3,4,3,1,2,1,2,2,1,1,3,9,2,1,2,10,1,1,15.39999962,105.3000031, , ,3, ,596.6044312,542.357666, ,2,275,0,2,0,2,0,0,0,0,0,0,0,1,4094.736842
413321,4,133,7,1,3,9,3,1,3,2,2,3,2,1,1,9,1,2,2,10,1,1,26.60000038,26.60000038,1,2,3, ,596.6044312,542.357666,3,2,1810,0,1,0,2,0,0,0,0,0,0,0,0,4234.210526
412215,4,122,5,1,3,7,2,1,1,1,2,2,1,1,1,9,1,2,2,10,1,2,24.10000038,129.8999939,1,2,3, ,2082.03833,2443.175781,3,1,1780,0,1,0,2,0,0,0,0,0,0,0,0,4364.705882
413321,4,133,5,2,3,15,3,1,3,2,2,4,1,1,1,9,1,2,2,10,1,1,26.89999962,26.60000038,1,2,3, ,596.6044312,542.357666,3,2,1505,0,1,0,2,0,0,0,0,0,0,0,0,4373.684211
413321,4,133,4,2,3,12,3,1,3,2,2,4,0,1,1,9,1,2,2,10,1,1,26.60000038,26.60000038,1,2,3, ,596.6044312,542.357666,3,2,1505,0,1,0,2,0,0,0,0,0,0,0,0,4513.157895
413404,4,134,4,2,3,16,3,1,1,2,2,6,1,1,1,9,1,2,2,10,1,1,26.60000038,26.60000038,1,2,3, ,556.5413208,552.8563232,3,2,1210,0,1,0,2,0,0,0,0,0,0,0,0,4652.631579
412215,4,122,3,2,3,14,2,1,1,2,2,4,1,1,1,9,1,2,2,10,1,2,62,155.3999939,1,2,3, ,2082.03833,2443.175781,3,1,1960,0,1,0,2,0,0,0,0,0,0,0,0,4698.529412
413405,4,134,3,2,3,13,5,1,9,1,2,4,5,1,1,9,1,2,2,10,4,1,36.40000153,160.6000061,1,2,3, ,556.5413208,552.8563232,3,2,1205,0,1,0,2,1,0,0,0,0,0,0,0,4792.105263
412210,4,122,4,1,14,23,3,1,2,2,2,12,1,1,4,9,1,2,2,10,1,1,75.5,170.5,1,2,3, ,2082.03833,2443.175781,3,1,2000,0,1,0,2,0,0,0,0,0,0,0,1,4883.333333
413405,4,134,4,1,3,9,5,1,9,1,2,3,1,1,3,9,1,2,2,10,4, ,22,133.1999969,1,2,3, ,556.5413208,552.8563232,3,2,906,0,1,0,2,1,0,0,0,0,0,0,0,4931.578947
412215,4,122,4,1,3,11,2,1,1,1,2,3,2,1,1,9,1,2,2,10,1,2,36.15000153,149.8000031,1,2,3, ,2082.03833,2443.175781,3,1,2380,0,1,0,2,0,0,0,0,0,0,0,0,5032.352941
413405,4,134,5,2,3,5,5,1,9,1,2,2,1,1,3,9,1,2,2,10,4, ,19.39999962,97.09999847,1,2,3, ,556.5413208,552.8563232,3,2,905,0,1,0,2,1,0,0,0,0,0,0,0,5071.052632
413417,4,134,7,1,8,12,3,1,2,1,2,3,3,1,2,9,1,2,2,10,1,2,30.14999962,174.8999939,1,2,3, ,556.5413208,552.8563232,3,2,913,0,1,0,2,0,0,0,0,0,0,0,0,5210.526316
413417,4,134,8,1,8,8,3,1,2,1,2,3,1,1,2,9,1,2,2,10,1,1,15.89999962,130.1999969,1,2,3, ,556.5413208,552.8563232,3,2,905,0,1,0,2,0,0,0,0,0,0,0,0,5350
412212,4,122,2,2,3,3,2,1,6,1,2,1,0,1,2,9,1,2,2,10,1,1,17.5,101, , ,3, ,2082.03833,2443.175781, ,1,1200,0,2,0,2,0,0,0,0,0,0,0,0,5366.176471
413417,4,134,6,2,8,15,3,1,2,1,2,4,3,1,2,9,1,2,2,10,1,2,45,159.6999969,1,2,3, ,556.5413208,552.8563232,3,2,806,0,1,0,2,0,0,0,0,0,0,0,0,5489.473684
413418,4,134,4,2,3,14,3,1,2,1,3,3,3,2,1,9,1,2,2,10,4,2,56.13000107,155.1999969,1,2,3, ,556.5413208,552.8563232,3,2,1857,0,1,0,2,0,0,0,0,0,0,0,0,5628.947368
